"ids","historical","fake_risk"
3885774,1,0.594324485957623
7016405,1,0.413800105452538
9337530,1,0.422939989902079
5247149,1,0.77876220587641
2283526,1,0.461531222425401
5898382,1,0.703649432398379
2765555,1,0.632540691830218
9087148,1,0.482079966925085
4505464,1,0.481769323535264
3797809,1,0.573434084653854
2440243,1,0.619081184919924
9065592,1,0.647500891983509
2497529,1,0.645575538557023
9103739,1,0.698938155174255
2206691,1,0.467254988104105
2184514,1,0.788871378079057
1947577,1,0.447158583439887
5604203,1,0.750587713904679
3701762,1,0.642578123603016
1240449,1,0.643917675875127
3786796,1,0.558037227205932
7679003,1,0.554176397528499
1319106,1,0.760970334056765
6085627,1,0.585987109690905
3522291,1,0.442721752636135
2837745,1,0.627231881581247
2203636,1,0.747236832138151
3931103,1,0.508138920739293
2395541,1,0.500316013395786
2169645,1,0.509689160995185
4919732,1,0.787681749742478
1347779,1,0.760749557428062
7419635,1,0.575273572653532
1906910,1,0.745332535728812
9552638,1,0.654973164107651
2096346,1,0.428201922029257
2976884,1,0.503126356936991
9217684,1,0.638649308867753
9512568,1,0.759657329879701
3512373,1,0.410088982619345
2111225,1,0.656865280494094
8174349,1,0.583888884726912
7698405,1,0.433233672939241
9243657,1,0.630657809879631
9951262,1,0.548113825265318
9481130,1,0.52356672482565
5375158,1,0.645119429286569
3551100,1,0.402999701816589
3263879,1,0.480820926558226
5529232,1,0.409872828237712
5472631,1,0.718110353406519
3865971,1,0.76018199250102
9659880,1,0.707908866740763
6706811,1,0.774497289024293
2146883,1,0.775704752095044
4807366,1,0.40814854754135
9228729,1,0.742970178276301
5210067,1,0.652333911880851
9173398,1,0.5277289618738
6379607,1,0.421751875057817
6685598,1,0.58875254271552
8822304,1,0.542108581401408
5524678,1,0.467816273402423
9852577,1,0.461991469375789
3919428,1,0.647584553342313
5332305,1,0.637379994243383
4212832,1,0.797139200009406
6647208,1,0.798490586597473
7674293,1,0.728131228871644
6093618,1,0.511790563445538
9826933,1,0.532090631313622
6191228,1,0.662123376782983
4951312,1,0.429833316151053
3057362,1,0.600111741758883
1739410,1,0.641829457227141
8652254,1,0.413328000530601
3111915,1,0.491658674459904
9893353,1,0.758185903076082
6416984,1,0.607423674874008
9988510,1,0.773421666771174
4380335,1,0.755856170505285
5996051,1,0.644051743019372
4864926,1,0.492986692674458
6182807,1,0.43024476878345
4892496,1,0.608380507212132
3023575,1,0.437562539055944
1764848,1,0.746030297782272
6735579,1,0.64967814385891
4879075,1,0.510444392170757
1654432,1,0.409201069269329
8221483,1,0.463337190635502
3927449,1,0.716798887494952
7815472,1,0.472818696405739
6258343,1,0.609065135009587
7379432,1,0.440645722486079
4842708,1,0.759072568174452
4092094,1,0.449594084732235
7831947,1,0.773821024596691
4816197,1,0.756979824136943
6047886,1,0.59905463475734
2045201,1,0.487276550754905
3727141,1,0.625790931750089
5309137,1,0.585017584171146
4103412,1,0.490757917240262
6406317,1,0.72153864922002
1684735,1,0.508819628413767
9603757,1,0.673040195275098
1199857,1,0.431225722469389
8575239,1,0.526487996708602
6691863,1,0.514775552973151
3790789,1,0.551570834219456
7682983,1,0.553766647446901
6750080,1,0.614867424592376
9932454,1,0.488899902720004
2154403,1,0.784058750327677
8948985,1,0.582691138517112
8290593,1,0.53253237856552
8396500,1,0.626424773223698
8512160,1,0.560615510493517
7594445,1,0.704856980312616
9847201,1,0.467133757006377
6752714,1,0.500290650874376
6946659,1,0.694933589547873
5755128,1,0.664055558014661
3857380,1,0.682996540609747
7910543,1,0.629068642202765
5736669,1,0.596662111952901
7590566,1,0.599192215502262
3768928,1,0.701895796321332
4637475,1,0.486221720930189
2839579,1,0.532661517895758
9870491,1,0.790764684136957
6096677,1,0.540522548276931
3523317,1,0.730463193543255
2665462,1,0.558213866781443
7822391,1,0.740433486644179
6100910,1,0.608971137087792
9389361,1,0.452559700794518
6748101,1,0.486722095310688
7306581,1,0.523677311558276
5312897,1,0.532581516727805
8652621,1,0.740020840242505
4800883,1,0.72920403983444
1282522,1,0.514718051161617
3323262,1,0.422970571834594
4013527,1,0.43611377729103
2201917,1,0.633945179823786
5495805,1,0.532262921147049
8219039,1,0.703389425668866
4034302,1,0.410665631387383
5580169,1,0.633971833158284
5449833,1,0.694222551863641
8173292,1,0.764410101436079
6102499,1,0.703430694527924
1960246,1,0.584709105268121
8268647,1,0.552243869565427
6103875,1,0.631263993121684
2910118,1,0.720769203174859
7746036,1,0.512078673113137
3764892,1,0.467816027905792
5405549,1,0.505468194466084
9907152,1,0.5845408950001
4816880,1,0.618173501454294
3199568,1,0.722078344412148
2954159,1,0.47376750074327
7201890,1,0.555992637947202
9821675,1,0.626005079038441
5293180,1,0.681459283735603
7961522,1,0.437512744031847
6168674,1,0.678281598072499
9693217,1,0.528528817836195
8172116,1,0.511017545126379
5787012,1,0.600009733904153
6369464,1,0.576857906207442
3374911,1,0.685909248236567
3515813,1,0.515027993638069
1585912,1,0.68571653906256
6067588,1,0.634367794729769
3361133,1,0.400137587822974
1029540,1,0.634621382690966
6305496,1,0.450577499065548
5680325,1,0.681733952928334
8601493,1,0.646341877710074
1266003,1,0.581573213450611
6397767,1,0.743016747385263
3415707,1,0.436661217734218
2085448,1,0.481195273809135
1906322,1,0.797171434015036
7733251,1,0.59873110987246
1143641,1,0.557458514440805
1445137,1,0.453822056204081
7728412,1,0.665207665786147
4215042,1,0.609945617243648
7830418,1,0.471013117022812
4383504,1,0.461102782189846
8194946,1,0.475773546192795
1231227,1,0.550329827610403
5557087,1,0.772006863541901
8390831,1,0.406394005101174
5902658,1,0.533318746369332
3400085,1,0.674758161138743
4101639,1,0.729665353614837
4322480,1,0.585046326369047
4863148,1,0.411047198437154
9266370,1,0.721512700337917
8058881,1,0.747406094428152
7640274,1,0.52553713042289
3526873,1,0.707304780371487
5111309,1,0.682411926053464
3587756,1,0.42911783400923
7266419,1,0.467736891191453
8386569,1,0.719340571202338
6896191,1,0.73649137718603
4721421,1,0.589323694631457
9566186,1,0.695791260432452
3187913,1,0.427166226413101
6477986,1,0.595937588997185
7821339,1,0.548578065168113
7242800,1,0.451109349355102
2038815,1,0.475747085455805
6723015,1,0.602977465745062
3781135,1,0.402309862244874
4176880,1,0.546995013393462
9828329,1,0.621461058035493
5849782,1,0.628814417310059
4996170,1,0.557422873936594
9544012,1,0.564672939945012
5072212,1,0.618669835664332
2715573,1,0.610529443342239
9924177,1,0.608873782493174
5935930,1,0.416492954269052
7919104,1,0.49306457368657
9220511,1,0.661641465686262
7138795,1,0.769089206401259
4665135,1,0.604687273874879
4668203,1,0.532210473995656
2314699,1,0.678396068047732
2769947,1,0.76680608605966
2729823,1,0.590699015557766
4675600,1,0.74729370540008
4133881,1,0.507227468304336
8510619,1,0.574323704559356
2785536,1,0.509028318990022
8755971,1,0.542488264199346
4574539,1,0.539233273547143
2379234,1,0.640090935956687
4053440,1,0.748102224431932
4304504,1,0.5199567980133
4846272,1,0.666979224048555
2676971,1,0.510063360538334
6921933,1,0.443502993881702
9283399,1,0.791071955766529
7604804,1,0.476913725305349
8940581,1,0.558400228340179
9579802,1,0.530304994061589
2754048,1,0.468834622483701
5253392,1,0.614438362140209
4474326,1,0.787940706405789
4367366,1,0.631368196755648
1250691,1,0.590033344645053
9363882,1,0.735687392856926
4694624,1,0.533515152521431
9602236,1,0.446628450322896
3449282,1,0.538807832170278
5655041,1,0.778525417670608
9804453,1,0.52585643818602
4327141,1,0.542171322461218
3793766,1,0.610930137336254
1307874,1,0.44126708060503
7007860,1,0.546516718063504
9287926,1,0.615025133360177
1404890,1,0.731863645277917
2810123,1,0.443115843832493
7691372,1,0.535836652480066
2174965,1,0.555555418413132
7379702,1,0.609957710187882
9989132,1,0.772610444389284
9494882,1,0.400808313582093
6335924,1,0.523215334303677
7581399,1,0.78911215737462
5380433,1,0.554184738267213
7913092,1,0.58622053777799
1028308,1,0.63889874862507
6021270,1,0.774948196485639
5142130,1,0.679970573075116
3967316,1,0.409255877602845
8518976,1,0.736499646957964
9798958,1,0.796545622125268
6944392,1,0.759469081275165
3102088,1,0.735238486900926
8372502,1,0.493722733482719
7521896,1,0.694803465157747
9786853,1,0.558432578202337
3385918,1,0.702427306305617
8909053,1,0.497171886451542
5390820,1,0.748478665109724
3749100,1,0.60867464216426
4555724,1,0.648397725075483
7833771,1,0.443224180303514
1907176,1,0.75604849299416
4792077,1,0.538358995970339
6919628,1,0.58776070503518
3657264,1,0.622856790106744
2853800,1,0.633508181571961
1019319,1,0.621527621895075
1970542,1,0.479508201405406
2933720,1,0.693700424209237
2036338,1,0.550553130265325
7184169,1,0.597103866562247
2739375,1,0.685848909802735
9863914,1,0.658243238274008
9522973,1,0.440325959958136
7225092,1,0.698577742651105
7658738,1,0.62651890264824
7591675,1,0.564471296127886
6873129,1,0.421509077493101
2503350,1,0.758867227938026
9308263,1,0.619709598645568
6081220,1,0.439740493055433
5828247,1,0.41090264134109
1169586,1,0.541851018834859
4297450,1,0.433841020334512
7175905,1,0.613943934626877
4749491,1,0.7198829902336
7812931,1,0.588239612802863
7981841,1,0.78380552502349
6162051,1,0.740081638935953
2698212,1,0.438299826718867
7824080,1,0.686542026139796
1834110,1,0.709635963756591
6600972,1,0.571944981254637
4743048,1,0.778120837453753
7988279,1,0.518512118700892
8269893,1,0.694670665450394
9705268,1,0.793596186581999
2943040,1,0.586288612615317
8802721,1,0.481594467256218
4752089,1,0.558556610532105
5617045,1,0.6310755523853
7974112,1,0.611633084900677
2192834,1,0.634774282388389
4706996,1,0.555099727306515
6958150,1,0.72744821710512
9169095,1,0.615005495212972
4100279,1,0.794188627414405
1947143,1,0.515414456091821
9390717,1,0.595780682936311
2799314,1,0.42733130576089
1486141,1,0.516348751820624
4832378,1,0.54571017511189
4049017,1,0.514482748042792
3480293,1,0.597357366606593
6971129,1,0.596262078825384
8054727,1,0.510813325736672
4957086,1,0.447499864175916
9372511,1,0.799486799538136
3449746,1,0.774423201568425
6930974,1,0.614458642341197
4422437,1,0.720109336171299
9418108,1,0.607896714098752
7619186,1,0.760300700552762
6310555,1,0.754103406984359
8331513,1,0.680378821771592
8941290,1,0.591661049239337
7708642,1,0.794152511563152
5515901,1,0.41996236294508
9896074,1,0.408176095597446
5997165,1,0.417972414195538
8916924,1,0.467949525639415
6673671,1,0.68753346092999
6518665,1,0.610171807836741
1302468,1,0.763962351717055
3292191,1,0.536690569575876
7983369,1,0.533108478877693
9983753,1,0.664272175729275
9640630,1,0.469359630905092
7758018,1,0.587847954779863
7124225,1,0.69907968826592
3221865,1,0.550225106067955
6458789,1,0.770413837395608
6165472,1,0.563980538677424
1446331,1,0.43105408558622
4355209,1,0.68844649689272
9052499,1,0.49459444610402
4525764,1,0.790414884593338
5652268,1,0.447993676457554
2577439,1,0.466585977561772
2733359,1,0.487016688007861
5918323,1,0.713658234849572
4537903,1,0.612601829320192
6626484,1,0.754616734758019
6149574,1,0.753838998544961
2265505,1,0.519518210552633
3603308,1,0.723334986716509
1005509,1,0.673370628803968
9597821,1,0.69131512446329
4594500,1,0.662519200053066
9793017,1,0.708250300958753
5605724,1,0.685737061873078
5204227,1,0.511447777599096
7514173,1,0.410776442755014
2278593,1,0.413276336155832
5711948,1,0.552724719420076
6043520,1,0.480711859464645
6942766,1,0.778622759040445
4350211,1,0.624425780586898
2225302,1,0.692904151510447
1664892,1,0.503351994603872
7853239,1,0.460432881861925
7324811,1,0.772071059700102
7874684,1,0.505383832007647
2413429,1,0.624457079730928
6393807,1,0.526933756750077
7869701,1,0.734498688019812
9213427,1,0.648357801977545
3772035,1,0.625397256202996
6913268,1,0.735472505073994
4040074,1,0.439183026738465
6437953,1,0.679988388158381
1755553,1,0.620459463447332
6450703,1,0.615154254436493
6362901,1,0.490430753864348
7019937,1,0.596830435562879
8208988,1,0.634312341548502
8698673,1,0.66035858662799
1451233,1,0.694537886139005
7069566,1,0.419568412285298
8612612,1,0.701584386173636
7717207,1,0.683382837660611
8465659,1,0.556005902122706
2151036,1,0.726473759673536
8146571,1,0.437679549958557
4199371,1,0.781373195815831
9532250,1,0.635631225816906
9370946,1,0.503680767398328
6331697,1,0.503724874742329
1994391,1,0.6145134691149
8054115,1,0.734871915914118
6416095,1,0.527458746638149
1794424,1,0.719596473220736
6915020,1,0.413539609592408
3988556,1,0.415560430753976
8518336,1,0.469484981149435
3229830,1,0.799225380737335
4272128,1,0.734933140687644
9321354,1,0.685089624393731
6066867,1,0.719324043765664
8261364,1,0.472453854512423
1350338,1,0.509333305153996
1358407,1,0.744896250963211
6692552,1,0.513125376123935
3151654,1,0.643974117282778
3272591,1,0.478188573475927
6621288,1,0.617211510334164
4650992,1,0.581569576077163
8185832,1,0.787826072517782
2057103,1,0.57296410985291
9949943,1,0.637979064136744
6848367,1,0.474557678494602
6900146,1,0.539761582855135
7726914,1,0.482830878254026
5628181,1,0.544096511416137
4422765,1,0.662558763939887
6501443,1,0.535647861473262
9693479,1,0.629394037649035
2942610,1,0.654403185471892
7738336,1,0.444720477238297
4891145,1,0.791261725034565
8456913,1,0.651787195168436
8949581,1,0.571708249580115
9817560,1,0.627918424084783
9225504,1,0.781102881766856
3317237,1,0.578321750927717
3010907,1,0.786089063156396
8115259,1,0.671275759860873
2485761,1,0.404767844174057
8542218,1,0.693860954605043
9746744,1,0.495583026763052
5477567,1,0.796662488672882
1358250,1,0.476714871637523
6626060,1,0.503949042409658
8473008,1,0.690623704809695
2402217,1,0.506446502823383
9911278,1,0.750104547571391
7127558,1,0.511347585637122
8781794,1,0.478036406449974
3174810,1,0.453735599387437
8762724,1,0.454085307009518
8128331,1,0.549241360463202
6510575,1,0.42589193964377
2876914,1,0.702271760068834
1534675,1,0.619767795130611
6627230,1,0.656749083753675
8234923,1,0.653718028683215
2787561,1,0.699651349429041
6990469,1,0.713721200544387
4626163,1,0.425007835589349
4482441,1,0.407628518436104
1542021,1,0.593787501193583
4782281,1,0.58300973623991
5959556,1,0.749784037843347
8344208,1,0.51234472990036
8539685,1,0.66693579852581
1108875,1,0.750970913935453
6153949,1,0.711328893899918
3714591,1,0.544177413638681
1348085,1,0.419021699018776
4224786,1,0.618327887356281
3406922,1,0.47051906613633
9765641,1,0.446797106601298
9559731,1,0.683305947016925
6544182,1,0.429850982129574
9682963,1,0.643908417224884
8901791,1,0.543611839599907
2079838,1,0.559922989178449
6365967,1,0.500474209990352
4212069,1,0.698963879980147
7073576,1,0.601424044463784
6743331,1,0.789495536312461
7271387,1,0.645391940977424
6626389,1,0.46943172365427
2099925,1,0.403882855642587
3528577,1,0.681931323092431
2567588,1,0.597495681978762
2531917,1,0.780911587923765
6044554,1,0.780464863032103
4858946,1,0.493686429783702
4502445,1,0.622260929457843
8592846,1,0.525798021350056
2878989,1,0.668411199934781
5584513,1,0.405632086284459
4554447,1,0.437161464802921
3323283,1,0.457656326610595
8226162,1,0.758742513041943
3762805,1,0.584883842431009
1703125,1,0.466782607417554
9520427,1,0.737655500508845
4407783,1,0.687618489935994
3946866,1,0.507399118039757
6983031,1,0.464498347602785
7995408,1,0.445758836064488
5356794,1,0.587515148892999
9364487,1,0.411394752003253
1448959,1,0.71548568578437
7041800,1,0.648103807680309
8429093,1,0.484428780432791
4029316,1,0.639897656347603
9383103,1,0.517465651221573
5356110,1,0.593184980284423
9513829,1,0.628462548274547
3801150,1,0.647198817133904
6391090,1,0.77731935819611
9011449,1,0.620332033187151
6465888,1,0.462098831590265
4964747,1,0.688667424954474
6040182,1,0.651768053788692
9454249,1,0.710498077142984
8510074,1,0.435581165645272
3584527,1,0.75969251068309
8591503,1,0.400729279499501
3328837,1,0.591811288055033
4053823,1,0.594642693642527
6011807,1,0.484319346491247
2690764,1,0.40252776844427
5586513,1,0.433989951200783
9343063,1,0.606744777038693
3762550,1,0.493356793094426
4206352,1,0.716160926967859
1512006,1,0.418128340411931
8962011,1,0.564358939509839
5607604,1,0.689687796961516
8241884,1,0.596358053199947
3131205,1,0.782253231108189
7181070,1,0.582487256918103
8744023,1,0.435417795274407
5051082,1,0.714014698844403
2533261,1,0.502593675162643
5577933,1,0.79106476912275
8829603,1,0.536760275159031
1299737,1,0.681578422989696
3323227,1,0.400652494002134
9433158,1,0.454453244712204
6534921,1,0.426010038610548
9545043,1,0.589932101406157
8339810,1,0.448210095055401
1443806,1,0.555185400042683
3717531,1,0.429311918467283
5608042,1,0.602237797528505
7392772,1,0.561868133489043
3561687,1,0.500584222842008
5184228,1,0.647655723430216
7564012,1,0.555082934629172
2153201,1,0.573309434577823
9408031,1,0.679453526437283
4541681,1,0.747820390947163
3241949,1,0.44664612878114
9525613,1,0.455980278458446
8574304,1,0.557167745381594
4736720,1,0.447548050619662
9024660,1,0.444244101084769
2860526,1,0.420063032023609
9551143,1,0.549723068252206
5305800,1,0.697126920800656
1992418,1,0.650263103004545
6663752,1,0.571902415715158
3641267,1,0.738614809978753
8472071,1,0.603997146338224
3951473,1,0.557616242859513
8862519,1,0.522198240086436
1248680,1,0.648002442438155
5859945,1,0.758234829455614
5310131,1,0.537088681943715
8900534,1,0.445044533908367
5381123,1,0.426594122033566
3001051,1,0.596664987504482
5581951,1,0.779836738482118
1085727,1,0.606146110221744
1796356,1,0.540804800949991
3866965,1,0.77946989396587
5907377,1,0.42468244265765
3726587,1,0.565885875467211
7658437,1,0.684640868101269
1092496,1,0.770807638484985
6387328,1,0.570866602938622
7417423,1,0.440968132112175
5193610,1,0.401576496940106
2949121,1,0.440345884952694
2047763,1,0.798451628070325
4694927,1,0.781316884234548
6752218,1,0.594060724228621
1506162,1,0.507170742563903
6114437,1,0.754221838433295
7371413,1,0.758684844058007
9781449,1,0.757921604625881
9735635,1,0.453488825447857
2052158,1,0.656331649143249
2709422,1,0.713536902330816
2682148,1,0.648826502077282
5096385,1,0.538733205478638
2834951,1,0.590037277620286
9768316,1,0.692579776234925
1894604,1,0.643783708103001
8422612,1,0.677946606464684
1909163,1,0.635750873852521
9748466,1,0.713680512923747
1048261,1,0.515001844242215
5480846,1,0.450401020236313
9870245,1,0.421625641360879
4955099,1,0.528672713972628
4092112,1,0.416824769880623
3746170,1,0.750641819927842
9879155,1,0.796302303113043
9317986,1,0.429400840681046
1109890,1,0.481521421857178
1893174,1,0.618115181289613
5869676,1,0.529962631221861
6585825,1,0.423981980606914
8141927,1,0.776338823698461
5333399,1,0.776189376041293
8263975,1,0.765246241912246
9889775,1,0.720650835242122
9347489,1,0.651216013915837
3444042,1,0.727616248559207
1889065,1,0.548420553095639
1590464,1,0.613647914957255
2685787,1,0.513119291607291
6327346,1,0.700611960049719
1007767,1,0.748616757523269
5357318,1,0.541074103303254
6898089,1,0.485698935948312
2806145,1,0.663376770634204
6980026,1,0.718940433487296
5973192,1,0.546884820330888
7696544,1,0.457776119280607
4522814,1,0.446941988356411
8520252,1,0.535077251307666
3237621,1,0.619326703157276
8974072,1,0.441434446163476
7225287,1,0.469192277733237
9248396,1,0.608348570484668
4330368,1,0.712362197320908
6535149,1,0.614195358287543
1299263,1,0.77352095618844
6828400,1,0.457560126204044
1036031,1,0.58347943443805
6195665,1,0.760560186672956
3526634,1,0.429702296666801
6494297,1,0.457761806622148
9342764,1,0.675822445750237
6158495,1,0.773729975987226
8190575,1,0.708078676369041
3704249,1,0.779936554748565
8989760,1,0.564898266084492
8694838,1,0.615292795095593
8533024,1,0.624875798542053
1648847,1,0.631362240482122
6614699,1,0.664151624403894
5596227,1,0.672188119776547
1593024,1,0.544902510475367
3017149,1,0.40044475523755
6232476,1,0.450637969654053
4259719,1,0.468254641350359
9503296,1,0.500997725874186
1508734,1,0.719721837993711
1003076,1,0.597872086707503
3609600,1,0.714780175220221
2955508,1,0.42560459645465
7196627,1,0.678938812296838
8783151,1,0.457289951480925
1268516,1,0.575581737793982
7313026,1,0.736089932918549
2500549,1,0.565024580806494
8064912,1,0.565766697563231
2312563,1,0.475271673407406
7085266,1,0.67245195871219
5682038,1,0.730143934860826
7344431,1,0.692098812013864
3380631,1,0.539075434859842
5552171,1,0.779412144701928
8400398,1,0.449299025535584
2617203,1,0.51986648272723
8781127,1,0.72984722154215
1989426,1,0.520597858075053
8842233,1,0.605070972070098
5629365,1,0.49382296577096
3571059,1,0.776039193756878
4030335,1,0.781327259819955
6126409,1,0.647396940831095
2657915,1,0.614779188018292
4953988,1,0.745168700348586
6955864,1,0.728811223432422
4782707,1,0.781723012868315
6048331,1,0.692894628923386
2760454,1,0.568894011992961
9353991,1,0.437930851522833
7061620,1,0.63273256868124
2179226,1,0.490693958755583
4391672,1,0.510228351410478
3720480,1,0.466192028019577
8246661,1,0.444699349161237
5230771,1,0.599314345326275
4972652,1,0.444383542053401
1716304,1,0.418308939877898
4361511,1,0.548283425439149
4491093,1,0.40099759651348
4512330,1,0.628965933807194
3154578,1,0.643275490868837
8105619,1,0.612013782653958
1142827,1,0.617784303799272
4588510,1,0.42728626402095
4494086,1,0.599344100803137
5119641,1,0.597934531792998
3669565,1,0.78666473813355
8228470,1,0.444177620206028
8841830,1,0.630234330799431
9500393,1,0.477417728397995
3455862,1,0.548333565611392
7078388,1,0.520925337076187
7402104,1,0.697835040278733
2814745,1,0.685388459451497
6009910,1,0.427610182203352
6611096,1,0.561039058025926
1972534,1,0.671126116719097
6263069,1,0.583669679798186
6812118,1,0.555820109602064
2697052,1,0.45255143744871
5119426,1,0.415382626838982
9256612,1,0.708780023083091
6093034,1,0.755769220553339
9479283,1,0.433548599109054
7702047,1,0.40140828685835
7450295,1,0.425824757758528
5907834,1,0.626974587701261
9789795,1,0.774254297465086
9491010,1,0.603958130814135
2588590,1,0.705607569497079
5913504,1,0.63583411835134
6803198,1,0.780702941119671
1944200,1,0.70977041926235
1343836,1,0.752980971988291
7937576,1,0.667735817655921
9614977,1,0.514352807588875
1996055,1,0.467699213512242
4619880,1,0.557353518903255
1247466,1,0.665134179871529
4729141,1,0.476662846840918
2880714,1,0.73158951010555
9261886,1,0.720951583608985
3053903,1,0.58966612117365
9836526,1,0.495083884801716
3445582,1,0.74913478596136
5783368,1,0.677632056456059
9512694,1,0.523931447975338
9143437,1,0.775323103647679
9540516,1,0.611532864533365
3708933,1,0.613488199654967
7894307,1,0.794001785293222
2704342,1,0.606989200226963
1912159,1,0.472767330426723
1773802,1,0.431646524276584
5582652,1,0.445697367098182
6198352,1,0.787459747772664
7181619,1,0.473134216479957
3263884,1,0.492147529218346
5009147,1,0.692389735672623
5870601,1,0.768708886113018
6113128,1,0.538879905827343
9372965,1,0.685429257992655
2551285,1,0.748184353485704
1353206,1,0.635247216746211
1890363,1,0.63364946404472
1139551,1,0.509783202409744
9282778,1,0.707971914112568
7717347,1,0.444460447039455
6448139,1,0.440582109708339
4398927,1,0.490239636786282
4073112,1,0.611794508155435
3947562,1,0.693829397577792
6647046,1,0.599430358037353
6696127,1,0.649722872767597
9822890,1,0.447204336617142
8824042,1,0.401401025708765
6773581,1,0.442536620050669
4685349,1,0.651021633017808
9287605,1,0.423570631444454
5062389,1,0.416598440520465
9227627,1,0.641590052843094
1237171,1,0.766454194206744
4077143,1,0.537004980724305
3304465,1,0.740920452680439
7993478,1,0.766218502167612
3664222,1,0.648286350257695
3316891,1,0.409679861087352
5241593,1,0.494607979245484
1632520,1,0.746875279955566
3039152,1,0.657999024540186
2032613,1,0.529471594747156
1719735,1,0.595090129412711
4967580,1,0.450690133403987
9840929,1,0.407295818813145
9673649,1,0.775460904743522
8177626,1,0.430719662178308
5875127,1,0.594518026616424
5101561,1,0.696657878812402
2899113,1,0.484006461966783
3075537,1,0.465072106663138
6319351,1,0.656687455624342
3323903,1,0.591161444131285
7815931,1,0.400381833221763
5963403,1,0.72236156212166
1878537,1,0.520830796193332
2354417,1,0.478386979922652
2311936,1,0.666280859708786
9914191,1,0.668527367059141
1234806,1,0.528709915652871
6460043,1,0.659075241629034
1918990,1,0.678282530698925
5584354,1,0.601642895210534
2686616,1,0.760142560023815
5564521,1,0.467427463829517
4466218,1,0.733167495485395
6297435,1,0.684011292178184
9285830,1,0.539453825820237
6251472,1,0.506367381848395
8315353,1,0.759806639421731
7907073,1,0.730050658807158
6467498,1,0.490411106403917
5803536,1,0.654305300954729
3569040,1,0.508496819250286
2117578,1,0.697049261443317
5355217,1,0.672284682001919
4305862,1,0.505820886325091
7371515,1,0.457456454075873
9563212,1,0.646992165222764
3763778,1,0.756144379451871
8385743,1,0.429924547765404
8696128,1,0.778843490872532
1413417,1,0.600579935591668
8773179,1,0.475884419493377
5284807,1,0.47734487047419
2095230,1,0.417837192304432
6902432,1,0.71751367226243
3047808,1,0.741744693834335
5141267,1,0.606868605222553
8975249,1,0.722887357138097
8139197,1,0.453397017531097
1411980,1,0.776056541316211
1610059,1,0.627547996211797
6963221,1,0.531613850034773
3059640,1,0.495993732474744
6330243,1,0.709920778498054
3971225,1,0.472457250859588
9992757,1,0.656557019520551
7378438,1,0.620978717226535
1028525,1,0.582468115817755
7926856,1,0.506769280787557
2801885,1,0.450147219747305
7204821,1,0.674968011677265
7747949,1,0.574511579610407
3144711,1,0.691735867876559
9575768,1,0.453452525939792
6262476,1,0.673120534513146
8194339,1,0.791437040828168
9410505,1,0.417116303276271
1689261,1,0.539265998825431
6971762,1,0.686831622570753
9885940,1,0.683093746658415
3270731,1,0.52177898818627
1354887,1,0.659540226869285
9869624,1,0.543812515586615
2195525,1,0.7762629956007
2585542,1,0.760714940074831
5344675,1,0.699025411065668
6724135,1,0.622116852365434
9881832,1,0.65923924613744
1895713,1,0.493656316678971
7242455,1,0.567791067343205
1011777,1,0.66936430959031
7906069,1,0.613837158959359
3879496,1,0.593291522096843
